Name,BSE Code,NSE Code,Industry,Current Price,Promoter holding,Sales,Current ratio,Debt to equity,Price to book value,Return on capital employed,Return on equity,Price to Earning,Dividend yield,Market Capitalization,Cash end of last year,High price all time,Dividend Payout
Alpine Housing,526519,ALPINEHOU,Construction,23.45,73.72,43.90,2.91,0.58,0.57,5.39,4.10,13.86,0.00,40.62,3.49,35.85,0.00
Alps Industries,530715,ALPSINDUS,Textiles - Products,3.92,27.07,304.20,1.39,,,-19.10,,,0.00,14.97,1.06,142.53,0.00
Alps Motor Fin,538423,,Finance & Investments,0.28,2.94,0.19,13.80,8.84,0.80,-0.03,-5.74,31.65,0.00,2.85,0.07,67.45,0.00
Alufluoride,524634,,Chemicals,312.30,59.85,32.18,3.14,0.62,4.71,-0.20,-1.06,,0.00,244.23,8.62,445.00,0.00
Amal,506597,,Dyes And Pigments,445.25,66.14,28.31,1.21,0.04,11.63,34.30,27.31,69.02,0.00,419.65,0.28,486.30,0.00
Amalgamated Elec,501622,,Miscellaneous,18.40,23.64,0.00,0.00,0.00,72.98,-80.00,-80.00,,0.00,5.11,0.00,38.65,0.00
Amani Trad.& Exp,512008,,Trading,86.70,74.96,0.00,,0.00,3.70,5.00,4.38,86.71,0.00,6.07,0.01,372.45,0.00
Amara Raja Batt.,500008,AMARAJABAT,Auto Ancillaries,770.50,28.06,7884.50,1.96,0.02,3.13,21.65,16.20,18.57,1.43,13149.86,175.81,1132.00,29.05
Amarjothi Spg.,521097,AMARJOTHI,Textiles - Cotton/Blended,168.30,55.24,216.31,7.30,0.54,0.77,10.64,11.16,7.54,1.25,113.60,1.89,249.95,9.02
Amarnath Sec.,538465,,Finance & Investments,32.50,48.72,0.28,0.30,0.09,2.49,0.00,0.00,,0.00,9.75,0.04,265.20,
Amba Enterprises,539196,,Electric Equipment,26.75,41.91,144.85,4.21,0.11,1.77,17.47,11.90,11.29,0.00,33.87,6.40,226.55,0.00
Ambalal Sarabhai,500009,AMBASARABH,Pharmaceuticals - Indian - Formulations,32.90,30.76,179.66,1.14,0.38,3.41,18.24,19.76,3.66,0.00,252.12,31.38,65.00,0.00
Ambani Organics,535097,AMBANIORG,Chemicals,102.00,72.67,87.36,2.72,1.18,3.08,14.96,9.92,31.02,0.00,51.80,2.59,114.85,0.00
Ambar Protein,519471,,Solvent Extraction,13.77,74.97,329.93,5.89,1.86,0.54,17.72,29.79,2.23,0.00,7.91,1.58,13.77,0.00
Ambassador Intra,542524,,Trading,31.50,10.24,1.79,5.10,0.12,2.10,1.75,1.28,659.00,0.00,6.59,0.21,34.35,0.00
Amber Enterp.,540902,AMBER,Electronics - Components,3645.90,40.27,3479.00,1.47,0.25,7.66,9.51,6.22,105.54,0.00,12293.53,289.93,3773.00,0.00
Ambica Agarbat.,532335,AMBICAAGAR,Trading,21.55,48.35,124.94,2.93,0.69,0.37,4.17,2.78,13.20,0.00,36.69,2.55,39.70,0.00
Ambika Cotton,531978,AMBIKCO,Textiles - Cotton/Blended,2004.45,50.17,721.74,9.73,0.00,2.03,17.06,12.69,11.62,1.75,1147.93,2.18,2094.20,29.52
Ambition Mica,539223,,Miscellaneous,4.08,58.30,36.57,2.68,1.11,0.24,2.56,-10.57,,0.00,6.08,0.27,77.80,0.00
Ambuja Cements,500425,AMBUJACEM,Cement - North India,402.90,63.28,28315.39,1.55,0.00,3.28,18.29,10.47,24.42,4.47,80001.65,8935.63,442.95,151.10
Amco India,530133,,Aluminium and Aluminium Products,45.35,64.67,115.89,5.05,0.54,0.62,6.92,5.01,9.46,0.00,18.64,1.78,59.30,0.00
AMD Industries,532828,AMDIND,Packaging,30.60,66.64,149.07,2.13,0.40,0.44,2.31,-1.40,43.66,0.00,58.94,5.50,94.00,0.00
Amforge Inds.,513117,AMFORGEIND,Finance & Investments,5.70,56.89,0.00,0.76,0.22,0.77,6.01,3.04,19.52,0.00,8.20,1.19,298.00,0.00
Ami Organics,543349,AMIORG,Pharmaceuticals - Indian - Bulk Drugs,1287.25,41.05,340.61,2.12,0.82,28.10,32.72,38.93,86.43,0.00,4689.61,2.69,1438.50,0.00
Amin Tannery,541771,,Leather / Leather Products,1.85,58.78,32.93,3.14,2.43,1.74,3.46,0.88,28.14,0.00,19.98,0.36,3.42,0.00
Amines & Plast.,506248,,Chemicals,124.15,73.17,500.66,2.58,0.52,4.85,28.15,26.19,20.85,0.32,683.07,48.28,176.00,0.68
Amit Internation,531300,,Textiles - Products,2.85,17.49,0.00,1.81,0.00,0.28,0.83,0.67,41.53,0.00,5.40,0.29,18.00,0.00
AMJ Land Holdin.,500343,AMJLAND,Construction,36.30,65.90,12.03,17.56,0.09,1.30,4.54,3.41,39.01,0.55,148.63,4.04,42.70,18.51
Amradeep Inds.,531681,,Finance & Investments,1.63,0.00,1.52,0.04,0.00,2.12,-6.46,-6.46,,0.00,10.77,0.02,30.00,0.00
Amrapali Capital,536737,,Finance & Investments,6.85,64.69,192.42,6.22,0.00,0.08,1.28,-1.11,,0.00,6.70,53.73,103.00,0.00
Amrapali Fincap,539265,,Finance & Investments,21.60,24.52,86.21,162.07,0.00,0.20,1.46,0.38,51.84,0.00,29.03,47.02,128.00,0.00
Amrapali Inds.,526241,,Trading,12.09,72.68,25991.26,1.09,0.69,2.06,17.38,6.63,24.86,0.00,62.15,9.61,25.68,0.00
Amraworld Agrico,531991,,Trading,0.41,0.00,1.50,0.80,0.00,0.43,0.09,0.00,21.43,0.00,4.93,0.05,17.88,
Amrit Corp,507525,,Food - Processing - Indian,809.00,74.56,38.39,6.13,0.01,1.27,7.47,5.47,12.97,0.93,245.79,8.51,1900.00,13.90
Amrutanjan Healt,590006,AMRUTANJAN,Pharmaceuticals - Indian - Formulations,826.40,50.02,364.44,4.22,0.01,11.21,43.60,32.60,36.10,0.51,2412.70,139.32,883.00,20.04
AMS Polymers,540066,,Trading,23.40,30.66,35.23,1.21,0.98,2.40,4.00,2.20,38.65,0.00,7.73,0.05,23.40,0.00
Anand Rayons,542721,,Trading,103.50,69.89,207.29,11.51,1.33,5.74,6.45,2.70,215.40,0.00,155.09,0.08,103.50,0.00
Anant Raj,515055,ANANTRAJ,Construction,78.65,65.04,291.79,6.50,0.67,0.93,0.91,0.43,85.91,0.13,2323.97,37.36,217.93,27.70
Andhra Cements,532141,ANDHRACEMT,Cement - South India,15.90,68.80,0.02,0.07,,,-20.14,,,0.00,463.62,0.99,61.85,0.00
Andhra Paper,502330,ANDHRAPAP,Paper,242.85,72.20,1024.16,1.95,0.03,0.99,0.20,-0.43,20.74,2.06,966.80,81.57,591.15,-432.17
Andhra Petrochem,500012,ANDHRAPET,Chemicals,151.00,45.04,751.75,1.73,0.26,4.22,36.78,29.01,9.09,0.99,1283.04,10.42,197.40,16.67
Andhra Sugars,590062,ANDHRSUGAR,Diversified - Medium / Small,675.75,46.92,1562.87,3.28,0.06,1.41,15.11,11.58,11.05,1.48,1830.61,26.69,715.00,20.09
Andrew Yule & Co,526173,ANDREWYU,Diversified - Medium / Small,26.30,89.25,341.84,1.61,0.18,3.40,5.28,9.95,32.23,0.00,1285.94,67.98,99.70,0.00
Aneri Fincap,531252,,Finance & Investments,5.30,38.04,10.26,1978.20,64.08,0.33,0.11,-12.59,,0.00,1.60,0.54,40.60,0.00
ANG Lifesciences,540694,,Pharmaceuticals - Indian - Bulk Drugs & Formln,410.70,71.01,154.38,2.06,0.60,12.32,23.67,20.35,60.56,0.00,425.76,3.60,446.00,0.00
Angel Broking,543235,ANGELBRKG,Finance & Investments,1376.85,44.26,1487.93,1.42,1.04,10.06,26.85,34.65,30.69,0.85,11383.72,1877.45,1494.00,35.45
Angel Fibers,541006,,Textiles - Products,24.00,73.91,136.31,4.48,3.32,2.76,11.63,37.17,8.84,0.00,60.00,0.01,44.00,0.00
ANI Integrated,535028,AISL,Engineering - Turnkey Services,63.00,74.97,101.77,3.97,0.16,1.56,11.61,12.68,13.12,0.00,61.03,2.00,190.45,0.00
Anik Industries,519383,ANIKINDS,Trading,23.85,41.59,170.33,1.63,0.39,0.25,3.27,0.20,7.31,0.00,66.48,31.41,116.90,0.00
Anjani Finance,531878,,Finance & Investments,5.30,56.94,1.01,72.57,0.53,0.40,5.04,3.21,11.45,0.00,5.38,4.91,53.90,0.00
Anjani Foods,511153,,Food - Processing - Indian,185.00,75.00,31.09,1.76,0.53,8.40,9.68,10.67,39.47,0.43,103.41,0.55,409.10,14.95
Anjani Portland,518091,APCL,Cement - South India,398.45,75.00,449.22,2.84,0.01,2.91,32.68,27.40,11.32,1.25,1006.77,186.46,531.95,14.87
Anjani Synth.,531223,,Textiles - Processing,28.45,73.42,300.35,2.82,0.93,0.60,7.58,4.55,11.72,0.00,41.97,0.16,80.01,0.00
Anka India,531673,,Plastics Products,10.00,42.28,0.05,0.29,0.04,5.46,-4.92,-5.06,,0.00,6.27,0.02,24.90,0.00
Ankit Met.Power,532870,ANKITMETAL,Steel - Sponge Iron,2.49,71.02,417.87,0.91,,,-11.72,,,0.00,36.91,0.91,107.50,0.00
Anmol India,542437,ANMOL,Trading,151.60,57.08,691.26,1.83,1.25,5.81,23.39,33.31,17.45,0.00,172.62,55.48,237.80,0.00
Anna Infrastruct,530799,,Finance & Investments,8.68,67.77,1.11,27.24,0.04,0.35,4.12,3.03,11.00,0.00,3.30,0.42,39.45,0.00
ANS Industries,531406,,Food - Processing - Indian,7.00,52.99,0.00,3.06,0.74,0.72,-16.82,-28.25,,0.00,6.48,0.28,34.00,0.00
Ansal Buildwell,523007,,Construction,76.70,54.82,78.24,1.45,0.41,0.58,10.92,7.02,5.89,0.65,56.61,17.55,460.00,5.54
Ansal Housing,507828,ANSALHSG,Construction,6.46,47.92,180.38,1.46,3.27,0.20,0.35,-20.88,,0.00,38.48,38.16,166.64,0.00
Ansal Properties,500013,ANSALAPI,Construction,11.09,48.77,844.25,0.97,,,6.47,,,0.00,175.01,32.26,569.50,0.00
Antarctica,526715,ANTGRAPHIC,Printing & Stationery,0.80,30.78,1.17,24.46,0.18,0.74,0.05,0.12,413.33,0.00,12.40,0.22,1.95,0.00
Antony Waste han,543254,AWHCL,Miscellaneous,386.60,46.23,518.76,2.41,0.43,3.14,21.29,15.76,20.05,0.00,1092.96,128.26,492.75,0.00
Anubhav Infrast.,538833,,Construction,3.67,71.98,0.38,17.34,0.00,0.11,-0.03,-0.03,,0.00,7.86,0.03,18.00,0.00
Anuh Pharma,506260,,Pharmaceuticals - Indian - Bulk Drugs,113.60,70.43,424.99,1.80,0.07,2.99,15.82,12.75,32.89,1.32,569.27,20.09,218.70,26.44
Anupam Finserv,530109,,Finance & Investments,2.40,23.60,2.88,3.65,0.52,2.01,13.57,10.67,19.41,0.00,25.23,1.12,4.89,0.00
Anupam Rasayan,543275,ANURAS,Pharmaceuticals - Indian - Bulk Drugs & Formln,788.40,65.40,810.89,3.97,0.25,5.01,9.98,6.47,112.43,0.06,7876.87,295.59,849.70,7.15
Anuroop Packagin,542865,,Packaging,13.55,68.94,14.06,2.03,0.32,0.85,15.09,12.25,6.97,0.00,10.38,4.81,19.00,0.00
Apar Inds.,532259,APARINDS,Electric Equipment,710.95,60.46,6903.74,1.23,0.23,1.93,22.22,12.37,11.07,1.34,2720.51,221.76,909.00,22.65
Apcotex Industri,523694,APCOTEXIND,Miscellaneous,435.25,58.20,666.00,1.75,0.05,7.39,19.80,15.81,30.85,0.80,2242.42,15.02,460.00,41.10
Apex Frozen Food,540692,APEX,Aquaculture,306.30,72.62,823.04,7.87,0.38,2.18,13.12,10.60,24.53,0.65,959.20,9.89,941.40,14.11
APL Apollo Tubes,533758,APLAPOLLO,Steel - Large,877.75,36.84,9924.22,1.66,0.31,12.94,27.78,23.61,44.70,0.00,21935.76,357.93,1049.90,0.00
Aplab,517096,APLAB,Electronics - Components,21.65,59.29,55.08,0.59,,,12.96,,,0.00,21.65,2.63,129.43,0.00
Aplaya Creations,511064,,Trading,0.20,9.57,13.99,1.28,0.00,0.13,0.04,0.04,287.37,0.00,2.87,0.26,51.00,0.00
APM Finvest,542774,,Finance & Investments,32.85,67.75,22.98,6.36,0.00,0.78,26.61,24.60,3.58,0.00,70.99,0.45,51.30,0.00
APM Industries,523537,,Textiles - Spinning - Synthetic / Blended,30.40,63.53,258.99,2.74,0.24,0.48,6.10,3.56,6.54,0.00,65.70,1.16,67.53,0.00
Apollo Finvest,512437,,Finance & Investments,570.75,70.73,19.83,0.80,0.83,7.31,10.01,15.14,50.35,0.00,212.96,3.88,764.90,0.00
Apollo Hospitals,508869,APOLLOHOSP,Healthcare,4376.70,29.82,12148.72,1.60,0.62,13.67,8.44,3.79,106.45,0.07,62933.11,724.40,5198.00,28.68
Apollo Micro Sys,540879,APOLLO,Computers - Software - Medium / Small,122.65,59.10,206.38,4.66,0.38,0.83,7.62,3.41,25.78,0.20,254.67,13.40,480.00,5.07
Apollo Pipes,531761,APOLLOPIPE,Plastics Products,1935.95,52.03,563.17,3.32,0.18,7.22,16.49,13.94,49.52,0.00,2536.64,72.28,1979.00,0.00
Apollo Sindoori,532752,APOLSINHOT,Hotels,804.85,64.68,181.81,2.10,0.28,2.38,11.98,11.35,18.84,0.16,209.29,22.20,1340.00,3.34
Apollo Tricoat,538566,,Steel - Medium / Small,782.50,55.82,1883.46,1.82,0.20,15.64,43.90,41.69,33.10,0.00,4757.60,9.80,948.00,0.00
Apollo Tyres,500877,APOLLOTYRE,Tyres,240.55,37.60,19087.49,1.49,0.56,1.34,9.42,6.67,12.98,1.45,15274.10,2145.79,307.25,63.47
Apoorva Leasing,539545,,Finance & Investments,51.25,52.66,8.22,38.14,0.00,0.73,3.03,2.38,18.64,0.00,102.37,17.25,51.25,0.00
Aptech,532475,APTECHT,Computers - Education,309.75,48.42,109.17,2.74,0.00,7.62,6.02,5.76,68.05,0.73,1265.80,23.15,449.70,74.63
Aptus Value Hou.,543335,APTUS,Finance - Housing,324.40,62.51,534.66,18.10,1.15,8.50,12.20,12.24,73.69,0.00,16054.21,417.27,381.40,0.00
Arambhan Hospit.,539403,,Hotels,4.45,44.00,4.22,0.46,,,,,,0.00,2.23,1.18,78.90,0.00
Aravali Sec.&Fin,512344,ARAVALISEC,Finance & Investments,3.00,44.68,1.90,2.76,,,11.94,,3.95,0.00,4.55,0.39,36.90,0.00
Arcee Industries,520121,,Plastics Products,10.15,24.58,16.42,2.23,0.20,1.02,9.94,7.91,32.63,0.00,5.22,0.07,13.74,0.00
Archana Software,530565,SSLFINANCE,Trading,4.06,21.61,0.14,283.00,0.00,0.99,-3.95,-3.95,,0.00,2.46,0.05,14.90,0.00
Archidply Decor,543231,ADL,Miscellaneous,43.45,72.96,36.27,7.42,0.38,0.49,1.87,-1.46,,0.00,24.27,0.65,45.95,0.00
Archidply Inds.,532994,ARCHIDPLY,Miscellaneous,34.00,69.89,255.03,3.45,0.77,0.81,6.42,2.63,14.65,0.00,67.54,9.66,96.89,0.00
Archies,532212,ARCHIES,Trading,19.20,62.35,62.25,3.58,0.56,0.60,4.66,2.53,,0.00,65.69,0.85,55.25,0.00
Archit Organosys,524640,,Chemicals,51.85,57.40,111.00,2.07,0.76,2.72,11.63,13.68,15.01,0.96,106.40,3.81,88.85,14.97
Arex Industries,526851,,Textiles - Processing,90.30,61.60,48.68,3.82,1.26,1.45,3.78,-4.13,20.91,0.00,35.76,0.40,143.00,0.00
Arfin India,539151,,Aluminium and Aluminium Products,62.40,74.11,362.10,3.46,1.59,1.45,8.24,4.58,19.56,0.00,99.17,1.31,497.50,0.00
Aries Agro,532935,ARIES,Fertilizers,146.80,52.66,396.84,2.75,0.64,0.91,14.66,8.87,10.59,0.54,191.75,4.10,292.80,5.79
Arih.Found.Hsg.,531381,ARIHANT,Construction,26.60,42.87,59.39,2.49,3.34,0.23,2.11,-9.65,,0.00,22.74,4.64,749.70,0.00
Arihant Capital,511605,ARIHANTCAP,Finance & Investments,145.00,74.57,133.25,1.86,0.31,1.66,22.31,20.88,7.29,0.69,302.14,102.20,204.50,6.00
Arihant Institut,541401,,Miscellaneous,1.48,40.08,0.57,4.01,0.00,0.10,0.29,0.29,34.85,0.00,1.39,0.14,32.50,0.00
Arihant Super.,506194,ARIHANTSUP,Construction,175.20,74.31,344.68,2.77,2.13,5.20,10.16,8.42,23.14,0.00,718.85,12.01,211.00,0.00
Arihant Tourneso,526125,,Trading,6.42,56.84,0.00,0.20,10.00,635.47,-114.29,-166.67,,0.00,6.35,0.01,48.90,0.00
Arihant's Secur.,531017,,Finance & Investments,8.92,41.48,1.10,1.00,0.00,0.84,4.40,3.82,5.79,0.00,4.46,0.30,20.50,0.00
Arman Financial,531179,ARMANFIN,Finance & Investments,956.15,27.46,190.27,5.53,3.86,4.35,10.11,5.92,91.33,0.00,810.07,168.37,1121.10,0.00
Arman Holdings,538556,,Trading,34.20,24.93,2.19,130.00,0.00,2.71,0.16,0.00,297.00,0.00,17.82,0.02,181.00,
Arnold Holdings,537069,,Finance & Investments,12.30,4.75,51.85,14.36,0.00,0.68,1.55,1.10,34.58,0.00,37.00,0.30,88.85,0.00
Aro Granite Inds,513729,AROGRANITE,Miscellaneous,64.75,41.06,205.22,6.73,0.90,0.53,3.84,3.28,11.43,0.00,99.23,9.98,103.90,0.00
Aroma Ent.,531560,,Trading,18.00,69.19,0.00,1.18,,,-39.31,,,0.00,8.78,0.53,90.00,0.00
Arrow Greentech,516064,ARROWGREEN,Plastics Products,120.30,70.35,60.99,6.01,0.05,2.00,7.90,8.33,22.90,0.00,168.77,20.16,806.86,0.00
Arshiya,506074,ARSHIYA,Miscellaneous,31.75,47.44,202.78,0.40,15.04,,-0.14,,,0.00,832.73,12.39,424.00,0.00
ARSS Infra,533163,ARSSINFRA,Construction,28.70,46.70,266.63,3.07,55.73,,-4.17,-2019.58,,0.00,64.70,44.81,1418.00,0.00
Art Nirman Ltd,538384,ARTNIRMAN,Construction,29.70,73.65,85.06,6.73,0.11,1.65,3.11,0.04,3706.00,0.00,74.12,1.09,35.70,0.00
Artefact Project,531297,,Engineering - Turnkey Services,46.40,48.95,31.38,3.31,0.35,0.72,11.49,6.94,11.33,0.00,33.76,5.99,255.25,0.00
Artemis Electri.,542670,,Electric Equipment,52.30,67.96,35.18,4.07,0.11,1.62,1.54,0.23,820.59,0.00,131.30,0.04,189.00,0.00
Artemis Medicare,542919,ARTEMISMED,Healthcare,35.95,69.82,460.86,1.13,0.43,1.48,4.12,1.99,22.87,0.00,479.81,28.85,42.20,0.00
Artson Engg.,522134,ARTSONENGG,Engineering - Turnkey Services,64.55,75.00,168.36,1.26,,,33.17,,,0.00,238.32,1.83,134.95,0.00
Aruna Hotels,500016,ARUNASUGAR,Hotels,13.60,52.74,0.31,0.19,17.15,7.55,-3.02,-86.71,,0.00,46.10,0.26,20.00,0.00
Arunis Abode,526935,,Finance & Investments,30.00,70.17,1.18,8.19,0.00,1.57,14.42,12.20,12.00,0.00,9.00,1.30,36.60,0.00
Arunjyoti Bio,530881,,Trading,19.10,9.10,6.63,1.16,0.00,2.04,5.24,3.66,131.67,0.00,3.95,0.81,93.95,0.00
Arvee Laborat.,535050,ARVEE,Pharmaceuticals - Indian - Formulations,89.00,73.50,47.34,2.26,0.41,4.57,14.92,12.39,39.39,0.00,98.08,6.61,215.95,0.00
Arvind Fashions.,542484,ARVINDFASN,Trading,331.00,36.18,2342.07,1.86,3.36,8.39,-12.18,-100.45,,0.00,4373.61,18.86,792.05,0.00
Arvind Ltd,500101,ARVIND,Textiles - Cotton/Blended,107.80,42.61,5913.13,1.64,0.78,1.03,4.62,-0.23,37.28,0.00,2792.40,51.56,161.72,0.00
Arvind SmartSp.,539301,ARVSMART,Construction,207.40,56.89,165.66,2.13,0.64,2.48,8.35,3.01,45.91,0.00,738.30,35.08,237.60,0.00
Aryaman Fin.Serv,530245,,Finance & Investments,44.95,62.17,166.67,32.73,0.80,1.48,6.10,2.35,12.39,0.00,52.51,19.74,63.00,0.00
Aryan Share,542176,,Finance & Investments,6.30,59.31,1.49,3.20,0.00,0.14,3.62,2.13,11.12,0.00,1.89,2.58,16.80,0.00
Aryavan Enter.,539455,,Steel - Medium / Small,19.50,64.54,0.04,16.47,0.13,2.29,-3.21,-3.89,,0.00,7.51,0.08,31.00,0.00
Asahi India Glas,515030,ASAHIINDIA,Glass & Glass Products,362.35,54.27,2809.97,1.50,1.06,6.12,11.27,9.71,38.06,0.28,8797.86,57.70,438.55,18.27
Asahi Songwon,532853,ASAHISONG,Dyes And Pigments,353.60,66.64,322.00,3.30,0.19,1.83,17.03,13.78,14.29,0.99,424.75,2.01,447.00,1.28
Ascom Leasing &,535350,ASCOM,Finance & Investments,61.50,73.98,10.70,4.53,0.25,1.61,19.02,17.43,10.03,0.00,48.03,3.64,61.50,0.00
Ashapura Minech.,527001,ASHAPURMIN,Mining / Minerals / Metals,124.10,44.58,1313.43,1.31,1.54,2.64,15.88,17.51,10.16,0.40,1132.66,44.29,447.50,4.97
Ashapuri Gold,542579,,Diamond Cutting / Jewellery,38.15,62.17,117.55,28.55,0.00,1.23,5.49,4.11,37.84,0.00,95.36,3.07,91.35,0.00
Ashiana Agro Ind,519174,,Solvent Extraction,10.50,25.56,0.66,9.00,0.00,2.03,1.69,1.27,120.79,0.00,4.83,0.77,16.61,0.00
Ashiana Housing,523716,ASHIANA,Construction,201.50,61.22,243.74,2.44,0.24,2.77,0.17,-0.81,,0.20,2067.05,153.69,327.70,237.79
Ashiana Ispat,513401,,Steel - Medium / Small,15.05,41.59,348.35,3.76,2.61,0.36,6.45,3.56,8.38,0.00,11.99,1.36,40.00,0.00
Ashika Credit,590122,,Finance & Investments,36.55,44.11,6.78,5.91,0.00,0.91,5.26,3.46,394.74,0.00,43.42,2.54,255.00,0.00
Ashima,514286,ASHIMASYN,Textiles - Cotton/Blended,19.85,73.49,159.86,3.28,0.07,1.76,-3.37,-5.14,,0.00,379.55,52.80,38.35,0.00
Ashirwad Cap.,512247,,Finance & Investments,4.58,51.00,0.49,0.50,0.00,1.91,7.57,7.31,38.17,0.00,18.32,0.04,7.78,0.00
Ashirwad Steels,526847,,Steel - Sponge Iron,9.96,66.92,1.05,49.05,0.00,0.22,1.68,1.68,,0.00,12.45,0.79,47.00,0.00
Ashish Polyplast,530429,,Plastics Products,16.27,62.08,14.42,4.53,0.08,1.07,4.32,2.80,14.18,0.00,5.53,0.05,19.90,0.00
Ashnisha Indus.,541702,,Trading,7.15,35.91,10.64,3.57,0.07,0.05,-1.32,-1.55,107.84,0.00,2.16,14.82,22.00,0.00
Ashnoor Textile,507872,,Textiles - Products,57.40,72.81,150.47,4.91,1.42,1.76,8.86,12.59,11.07,0.00,73.16,1.43,63.30,0.00
Ashok Alco-Chem,524594,ASHOKALCO,Chemicals,99.00,54.79,14.55,3.46,0.00,1.14,13.16,9.86,11.36,0.51,45.55,7.43,257.30,6.07
Ashok Leyland,500477,ASHOKLEY,Automobiles - LCVs / HCVs,136.70,51.48,22037.01,1.99,3.06,5.10,5.62,-2.11,,0.44,40128.65,1778.53,167.50,-106.60
Ashoka Buildcon,533271,ASHOKA,Engineering - Turnkey Services,119.40,54.48,5513.52,1.09,10.80,5.39,20.07,53.32,8.69,0.00,3341.76,630.73,196.63,0.00
Ashoka Metcast,540923,,Trading,4.05,43.98,54.30,5.32,1.14,0.21,2.95,0.73,28.93,0.00,4.34,0.21,16.00,0.00
Ashoka Refinerie,526983,,Miscellaneous,4.75,33.95,1.37,1.36,0.08,0.82,0.49,0.53,32.40,0.00,1.62,0.04,40.00,0.00
Ashram Online,526187,TATIASKYLN,Construction,4.25,25.36,0.39,53.76,0.01,0.53,-6.70,-6.63,,0.00,5.10,0.15,21.65,0.00
Asi Industries,502015,ASOCSTONE,Mining / Minerals / Metals,16.90,72.51,250.65,2.70,0.87,0.44,3.74,3.59,15.12,0.00,152.23,16.61,49.25,0.00
Asia Pack,530899,,Trading,18.05,55.66,0.15,3.00,0.00,0.25,0.86,0.53,,0.00,4.77,0.07,51.50,0.00
Asian Energy,530355,,Oil Drilling / Allied Services,153.65,59.61,235.77,1.45,0.01,2.90,19.39,17.64,11.71,0.00,589.93,23.89,446.40,0.00
Asian Granito,532888,ASIANTILES,Ceramics - Tiles / Sanitaryware,162.55,26.12,1435.88,2.31,0.47,1.48,12.88,10.23,12.70,0.31,923.06,18.51,522.44,2.98
Asian Hotels (E),533227,AHLEAST,Hotels,189.20,65.63,61.72,1.36,0.17,0.30,-1.85,-4.04,,0.00,217.47,20.68,494.00,0.00
Asian Hotels (N),500023,ASIANHOTNR,Hotels,91.60,57.90,77.65,0.12,2.95,0.42,-1.78,-23.11,,0.00,177.77,1.83,776.87,0.00
Asian Hotels (W),533221,AHLWEST,Hotels,276.30,70.42,176.98,0.90,24.82,8.32,11.77,0.85,,0.00,321.75,74.99,499.00,0.00
Asian Paints,500820,ASIANPAINT,Paints / Varnishes,3304.30,52.79,24375.49,1.62,0.09,24.75,34.81,27.26,90.84,0.54,316976.48,610.75,3505.00,54.54
Asian Petroprod.,524434,,Chemicals,88.95,46.17,0.54,1.14,,,-21.40,,186.19,0.00,55.86,0.12,88.95,0.00
Asian Star Co.,531847,,Diamond Cutting / Jewellery,897.00,74.66,3246.10,7.28,0.45,1.18,2.77,4.38,17.05,0.17,1436.10,333.88,1614.20,3.75
Asian Tea & Exp,519532,,Tea,19.00,65.68,123.50,6.19,0.78,0.46,10.51,9.19,4.91,0.00,19.00,1.57,115.50,0.00
Asit C Mehta Fin,530723,,Finance & Investments,88.80,74.59,32.77,1.51,3.00,1.78,10.00,-0.16,35.17,0.00,43.96,28.58,184.05,0.00
ASL Industries,538418,ASLIND,Auto Ancillaries,19.35,70.89,10.46,71.48,0.00,0.64,-0.09,-0.09,,0.00,20.16,0.57,43.20,0.00
ASM Technologies,526433,,Computers - Software - Medium / Small,281.45,61.84,151.67,3.23,0.62,4.95,19.35,15.21,35.18,1.78,281.45,10.20,306.85,82.26
Aspinwall & Co,533030,ASPINWALL,Trading,182.60,64.46,267.42,1.68,0.22,1.01,7.48,4.65,16.13,1.92,142.76,6.20,579.50,42.61
Aspira Pathlab,540788,,Healthcare,76.00,36.25,19.57,1.93,0.19,9.41,20.19,21.56,19.46,0.00,78.23,1.19,82.00,0.00
Assam Entrade,542911,,Finance & Investments,845.00,53.18,4.89,39.82,0.00,2.25,3.97,2.64,74.64,0.00,121.67,0.31,1401.60,0.00
Assoc.Alcohols,507526,ASALCBR,Breweries & Distilleries,561.95,58.45,458.12,3.36,0.04,4.03,34.04,25.93,16.05,0.18,1016.62,78.33,580.75,3.12
Astec Lifescienc,533138,ASTEC,Pesticides / Agrochemicals - Indian,1276.70,65.20,571.59,1.89,0.61,8.09,22.30,23.41,40.43,0.12,2500.64,1.57,1530.00,4.52
Aster DM Health.,540975,ASTERDM,Healthcare,212.70,37.88,9257.79,1.49,1.60,3.54,9.91,11.58,38.61,0.00,10622.15,281.36,237.25,0.00
Astra Microwave,532493,ASTRAMICRO,Telecommunications - Equipment,203.35,8.87,670.70,2.86,0.22,3.15,10.04,5.25,41.39,0.59,1762.61,42.53,214.00,36.01
Astral,532830,ASTRAL,Plastics Products,2271.75,55.74,3472.50,2.01,0.04,24.08,29.52,23.60,99.58,0.08,45648.10,476.00,2433.80,9.94
Astrazeneca Phar,506820,ASTRAZEN,Pharmaceuticals - Multinational,3142.40,75.00,795.39,2.06,0.03,17.22,29.84,22.35,92.57,0.06,7860.15,352.35,4970.00,5.36
Astron Paper,540824,ASTRON,Paper,58.35,45.93,480.39,2.01,0.26,1.57,11.14,5.85,29.66,0.00,271.10,10.32,176.60,0.00
Asya Infosoft,511144,,Miscellaneous,10.11,2.45,81.22,,,,,,22.17,0.00,12.19,,122.00,0.00
